sbd,province_code,province_name,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,tin_hoc,cong_nghe,extra
04000244,04,Cao Bằng,4.25,6.25,,,,,7.25,5.85,,,,
04000245,04,Cao Bằng,8.75,8,8.5,,,,8.5,,,,,
04000246,04,Cao Bằng,,7.75,,,,,7.5,,,,,Giáo dục kinh tế pháp luật=5.5
04000247,04,Cao Bằng,5.5,6,2.25,,,,5.55,,,,,
04000248,04,Cao Bằng,5.5,3,,1.85,3.25,,,,,,,
04000249,04,Cao Bằng,6.25,6.75,2,4.1,,,,,,,,
04000250,04,Cao Bằng,3.75,7.25,,,,,6.85,3.85,,,,
04000251,04,Cao Bằng,6,8,5.25,,6.5,,,,,,,
04000252,04,Cao Bằng,,6.75,,,,,7.75,6,,,,
04000253,04,Cao Bằng,2.85,3.25,,,,,7.5,4.75,,,,
04000254,04,Cao Bằng,5.25,5.25,,,,,,2.6,,,,Giáo dục kinh tế pháp luật=2.75
04000255,04,Cao Bằng,8,8.25,4.5,,6.25,,,,,,,
04000256,04,Cao Bằng,6.25,6,,2.2,4.5,,,,,,,
04000257,04,Cao Bằng,2.25,7.25,,,,3.7,7,,,,,
04000258,04,Cao Bằng,6.1,7,,,,,8.75,6,,,,
04000259,04,Cao Bằng,5,5.75,4.25,,,,,,,,,Giáo dục kinh tế pháp luật=6.25
04000260,04,Cao Bằng,3.25,6.25,,,,,5.45,5,,,,
04000261,04,Cao Bằng,3,5,,,,,5.35,4,,,,
04000262,04,Cao Bằng,9.25,6.25,7.25,5.5,,,,,,,,
04000263,04,Cao Bằng,4,6.75,5.5,,,,7.5,,,,,
04000264,04,Cao Bằng,7.25,7.25,3.25,4.75,,,,,,,,
04000265,04,Cao Bằng,10,5,7.25,7.75,,,,,,,,
04000266,04,Cao Bằng,4.25,7,,,,,8.25,6.75,,,,
04000267,04,Cao Bằng,3.75,6.5,,2.1,,,7,,,,,
04000268,04,Cao Bằng,1.7,3.25,,,,,3.85,1.45,,,,
04000269,04,Cao Bằng,5.85,7.75,3.5,,,,,,,,,Công nghệ nông nghiệp=7.25
04000270,04,Cao Bằng,4.5,5,,,,3.35,7.5,,,,,
04000271,04,Cao Bằng,2.2,3.75,,,,,,2.5,,,,Giáo dục kinh tế pháp luật=3.6
04000272,04,Cao Bằng,2.6,4.25,,,,,5.1,2.1,,,,
04000273,04,Cao Bằng,7,6,,3.85,,,,,,,,
04000274,04,Cao Bằng,5,5.5,,,,,4.35,1.95,,,,
04000275,04,Cao Bằng,2.5,6.75,,,,,5.1,,,,,Giáo dục kinh tế pháp luật=4.85
04000276,04,Cao Bằng,1.7,1.75,,,,,3.7,2.6,,,,
04000277,04,Cao Bằng,4.35,5.75,,,5.1,5.75,,,,,,
04000278,04,Cao Bằng,3.6,5.5,4.25,2.35,,,,,,,,
04000279,04,Cao Bằng,6.1,7.75,8.5,5.25,,,,,,,,
04000280,04,Cao Bằng,,6.5,,,,,7,,,,,Giáo dục kinh tế pháp luật=6.75
04000281,04,Cao Bằng,3.75,7.5,,,,,6.75,5.1,,,,
04000282,04,Cao Bằng,4.25,6.5,,,,,3.35,,,,,Giáo dục kinh tế pháp luật=3.7
04000283,04,Cao Bằng,2.2,5,,,,,,3.2,,,,Giáo dục kinh tế pháp luật=4.35
04000284,04,Cao Bằng,3.25,5.25,,,,3.75,4.1,,,,,
04000285,04,Cao Bằng,9,,,7.25,8,,,,,,,
04000286,04,Cao Bằng,3.35,5,,,,,,,,,,Công nghệ nông nghiệp=7.75; Giáo dục kinh tế pháp luật=4.6
04000287,04,Cao Bằng,5.5,5.75,,,,,7.5,,,,,Giáo dục kinh tế pháp luật=4.45
04000288,04,Cao Bằng,7.25,3.75,,3.25,,,,4.25,,,,
04000289,04,Cao Bằng,5,7,4,,,,8.25,,,,,
04000290,04,Cao Bằng,9.5,,,8.25,7.25,,,,,,,
04000291,04,Cao Bằng,3.35,3.5,,,,,3.95,,,,,Giáo dục kinh tế pháp luật=4.35
04000292,04,Cao Bằng,2.85,4.5,,,,,5.25,,,,,Giáo dục kinh tế pháp luật=3.85
04000293,04,Cao Bằng,4,5.75,,,,,7.75,6.75,,,,
04000294,04,Cao Bằng,6.5,6.75,,3.45,6,,,,,,,
04000295,04,Cao Bằng,8,8,6,5,,,,,,,,
04000296,04,Cao Bằng,7.25,6.5,7.25,7.75,,,,,,,,
04000297,04,Cao Bằng,4.5,7,,,,,9,,,,,
04000298,04,Cao Bằng,3.75,5.25,,,,3.2,4.85,,,,,
04000299,04,Cao Bằng,4.25,4.5,3,,,,,,,,,Giáo dục kinh tế pháp luật=7
04000300,04,Cao Bằng,7.75,6,6,5.6,,,,,,,,
04000301,04,Cao Bằng,2.85,7.75,,,,4.1,7.25,,,,,
04000302,04,Cao Bằng,3.1,3,,,,5,6.35,,,,,
04000303,04,Cao Bằng,3.35,7.5,,,,,8.25,6.1,,,,
04000304,04,Cao Bằng,3.6,5.5,,,,,5.85,4.35,,,,
04000305,04,Cao Bằng,5.25,5.75,,,,,9,6.75,,,,
04000306,04,Cao Bằng,3.3,4.25,,,,2.35,4.1,,,,,
04000307,04,Cao Bằng,7,7,,6.35,,,,,,,,
04000308,04,Cao Bằng,9,6.75,,6.5,5.75,,,,,,,
04000309,04,Cao Bằng,3.5,2.5,,,,,2.6,2.85,,,,
04000310,04,Cao Bằng,4,6,,,,3.75,4.75,,,,,
04000311,04,Cao Bằng,6,4.25,,5,4.2,,,,,,,
04000312,04,Cao Bằng,1,4.5,,,,,3.75,,,,,Giáo dục kinh tế pháp luật=3.75
04000313,04,Cao Bằng,3.75,4.75,,,,,5.25,2.85,,,,
04000314,04,Cao Bằng,8.25,6.5,,,,,9,,,,,
04000315,04,Cao Bằng,4.75,8,,,,,7.75,7.5,,,,
04000316,04,Cao Bằng,,6.25,,,,,8,6,,,,
04000317,04,Cao Bằng,,3.25,,,,,3.25,3.95,,,,
04000318,04,Cao Bằng,7.1,4,,5.45,5.75,,,,,,,
04000319,04,Cao Bằng,4.6,5.75,,,,,4,3.75,,,,
04000320,04,Cao Bằng,5.5,5.75,,2.75,3.75,,,,,,,
04000321,04,Cao Bằng,4.25,7.5,,4.1,,,5.75,,,,,
04000322,04,Cao Bằng,4.35,5.5,,,,,5.6,4.35,,,,
04000323,04,Cao Bằng,2.45,4.25,,,,,6.5,,,,,Giáo dục kinh tế pháp luật=5.5
04000324,04,Cao Bằng,3.5,2.75,,,,,6.85,4,,,,
04000325,04,Cao Bằng,3.75,7.25,,,,,7.75,6.75,,,,
04000326,04,Cao Bằng,5.25,6.75,,,,,6.35,5.5,,,,
04000327,04,Cao Bằng,2.75,5,,,,,3.75,4.1,,,,
04000328,04,Cao Bằng,3.75,5,,,,,5.6,2.6,,,,
04000329,04,Cao Bằng,3.35,6,,,,,3.85,,,,,Giáo dục kinh tế pháp luật=4.6
04000330,04,Cao Bằng,,8.75,,,,,8.75,5.25,,,,
04000331,04,Cao Bằng,5.25,7,,,,,8,7,,,,
04000332,04,Cao Bằng,3.25,5.75,,,,,2.85,2.6,,,,
04000333,04,Cao Bằng,3,6.5,,,,,6.85,5,,,,
04000334,04,Cao Bằng,3.1,6.5,,3,2.1,,,,,,,
04000335,04,Cao Bằng,3.35,7,,,,,,2.6,,,,Giáo dục kinh tế pháp luật=3.1
04000336,04,Cao Bằng,3.5,3.75,,,,,5.25,1.7,,,,
04000337,04,Cao Bằng,2.95,6.5,,,,,4.5,,,,,Giáo dục kinh tế pháp luật=2.95
04000338,04,Cao Bằng,7.75,6,,,6,4.95,,,,,,
04000339,04,Cao Bằng,3.5,5,,,,,,3.6,,,,Giáo dục kinh tế pháp luật=3.85
04000340,04,Cao Bằng,3.2,6.5,,,,,,4,,,,Giáo dục kinh tế pháp luật=5.1
04000341,04,Cao Bằng,6.25,4.5,,,,5.5,,,,,,Giáo dục kinh tế pháp luật=6.6
04000342,04,Cao Bằng,8.5,,,5,6.25,,,,,,,
04000343,04,Cao Bằng,4.25,6,,,,,8,,,,,Giáo dục kinh tế pháp luật=5.85
04000344,04,Cao Bằng,5.5,7.25,,,,,7.75,5.35,,,,
